Lineage,SNP
VI,592
VI,665
VI,410
VI,345
VI,635
VI,614
VI,563
VI,415
VI,393
VI,420
VI,203
VI,603
VI,393
VI,391
VI,465
VI,664
VI,561
VI,511
VI,682
VI,338
VI,636
VI,618
VI,540
VI,652
VI,525
VI,427
VI,422
VI,483
VI,552
VI,679
VI,581
VI,680
VI,667
VI,413
VI,442
VI,677
VI,676
VI,664
VI,436
VI,451
VI,575
VI,582
VI,596
VI,500
VI,485
VI,567
VI,392
VI,474
VI,587
VI,567
VI,607
VI,445
VI,474
VI,567
VI,652
VI,560
VI,686
VI,583
VI,675
VI,330
VI,345
VI,705
VI,663
VI,596
VI,446
VI,431
VI,445
VI,407
VI,552
VI,386
VI,334
VI,476
VI,674
VI,593
VI,467
VI,711
VI,381
VI,699
VI,663
VI,532
VI,554
VI,711
VI,641
VI,634
VI,680
VI,655
VI,224
VI,668
VI,589
VI,570
VI,572
VI,693
VI,222
VI,210
VI,706
VI,675
VI,561
VI,597
VI,637
VI,676
VI,565
VI,604
VI,682
VI,701
VI,539
VI,660
VI,619
VI,688
VI,687
VI,646
VI,664
VI,221
VI,669
VI,247
VI,670
VI,205
VI,709
VI,635
VI,705
VI,584
VI,647
VI,695
VI,716
VI,696
VI,676
VI,656
VI,565
VI,660
VI,628
VI,208
VI,394
VI,597
VI,276
VI,633
VI,77
VI,588
VI,637
VI,707
VI,746
VI,611
VI,642
VI,600
VI,646
VI,626
VI,651
VI,123
VI,92
VI,587
VI,633
VI,624
VI,612
VI,687
VI,632
VI,547
VI,690
VI,626
VI,656
VI,634
VI,596
VI,686
VI,677
VI,508
VI,653
VI,652
VI,670
VI,643
VI,580
VI,646
VI,638
VI,637
VI,633
VI,653
VI,611
VI,649
VI,614
VI,663
VI,584
VI,674
VI,631
VI,658
VI,636
VI,594
VI,689
VI,560
VI,633
VI,635
VI,610
VI,641
VI,634
VI,650
VI,601
VI,593
VI,4
VI,617
VI,675
VI,371
VI,602
VI,620
VI,601
VI,229
VI,696
VI,57
VI,672
VI,670
VI,587
VI,590
VI,694
VI,690
VI,174
VI,604
VI,582
VI,365
VI,277
VI,264
VI,634
VI,576
VI,155
VI,599
VI,589
VI,74
VI,153
VI,193
VI,613
VI,585
VI,73
VI,666
VI,218
VI,699
VI,64
VI,689
VI,622
VI,563
VI,596
VI,647
VI,674
VI,596
VI,602
VI,593
VI,589
VI,218
VI,545
VI,582
VI,617
VI,688
VI,632
VI,553
VI,667
VI,559
VI,619
VI,678
VI,216
VI,238
VI,654
VI,447
VI,447
VI,73
VI,619
VI,728
VI,625
VI,623
VI,607
VI,236
VI,10
VI,726
VI,728
VI,715
VI,76
VI,443
VI,696
VI,639
VI,637
VI,551
VI,416
VI,630
VI,479
VI,462
VI,631
VI,610
VI,662
VI,57
VI,431
VI,617
VI,706
VI,604
VI,735
VI,627
VI,727
VI,448
VI,415
VI,446
VI,695
VI,631
VI,596
VI,44
VI,15
VI,426
VI,634
VI,333
VI,459
VI,538
VI,726
VI,644
VI,540
VI,740
VI,230
VI,687
VI,635
VI,591
VI,658
VI,669
VI,420
VI,416
VI,107
VI,636
VI,749
VI,631
VI,650
VI,634
VI,268
VI,42
VI,747
VI,749
VI,721
VI,108
VI,475
VI,711
VI,654
VI,654
VI,536
VI,443
VI,645
VI,450
VI,494
VI,637
VI,627
VI,677
VI,89
VI,456
VI,623
VI,727
VI,623
VI,756
VI,633
VI,748
VI,417
VI,393
VI,431
VI,716
VI,658
VI,602
VI,44
VI,47
VI,404
VI,649
VI,358
VI,425
VI,552
VI,747
VI,611
VI,523
VI,761
VI,222
VI,708
VI,662
VI,606
VI,673
VI,655
VI,452
VI,442
VI,72
VI,618
VI,729
VI,622
VI,628
VI,612
VI,237
VI,7
VI,727
VI,729
VI,712
VI,79
VI,444
VI,693
VI,636
VI,636
VI,550
VI,419
VI,627
VI,476
VI,463
VI,628
VI,609
VI,659
VI,60
VI,432
VI,614
VI,707
VI,609
VI,732
VI,624
VI,728
VI,445
VI,420
VI,445
VI,696
VI,636
VI,593
VI,15
VI,47
VI,431
VI,635
VI,334
VI,456
VI,533
VI,727
VI,645
VI,539
VI,741
VI,231
VI,688
VI,640
VI,588
VI,659
VI,654
VI,218
VI,441
VI,471
VI,591
VI,717
VI,616
VI,563
VI,550
VI,369
VI,428
VI,715
VI,717
VI,708
VI,411
VI,462
VI,675
VI,617
VI,626
VI,573
VI,470
VI,645
VI,460
VI,460
VI,622
VI,638
VI,697
VI,432
VI,419
VI,602
VI,718
VI,627
VI,724
VI,618
VI,714
VI,362
VI,203
VI,407
VI,676
VI,594
VI,589
VI,426
VI,404
VI,431
VI,633
VI,409
VI,406
VI,474
VI,715
VI,611
VI,546
VI,706
VI,359
VI,683
VI,598
VI,563
VI,676
VI,337
VI,664
VI,635
VI,641
VI,206
VI,625
VI,177
VI,717
VI,717
VI,605
VI,632
VI,623
VI,619
VI,292
VI,642
VI,592
VI,343
VI,246
VI,252
VI,656
VI,597
VI,145
VI,652
VI,619
VI,183
VI,225
VI,213
VI,651
VI,635
VI,180
VI,609
VI,230
VI,628
VI,179
VI,618
VI,654
VI,603
VI,552
VI,656
VI,689
VI,218
VI,634
VI,649
VI,635
VI,633
VI,571
VI,617
VI,659
VI,617
VI,627
VI,547
VI,614
VI,589
VI,618
VI,693
VI,213
VI,199
VI,588
VI,451
VI,271
VI,376
VI,572
VI,652
VI,564
VI,525
VI,516
VI,320
VI,331
VI,650
VI,648
VI,644
VI,370
VI,330
VI,590
VI,574
VI,549
VI,466
VI,358
VI,569
VI,415
VI,347
VI,572
VI,541
VI,615
VI,357
VI,276
VI,550
VI,624
VI,528
VI,659
VI,566
VI,647
VI,365
VI,393
VI,386
VI,565
VI,560
VI,545
VI,333
VI,358
VI,334
VI,409
VI,571
VI,376
VI,482
VI,646
VI,534
VI,439
VI,686
VI,321
VI,569
VI,564
VI,539
VI,614
VI,653
VI,457
VI,387
VI,434
VI,606
VI,703
VI,609
VI,622
VI,607
VI,421
VI,453
VI,701
VI,696
VI,699
VI,476
VI,453
VI,679
VI,584
VI,604
VI,534
VI,493
VI,615
VI,372
VI,474
VI,615
VI,615
VI,669
VI,465
VI,482
VI,595
VI,672
VI,589
VI,710
VI,611
VI,695
VI,222
VI,391
VI,334
VI,660
VI,633
VI,582
VI,459
VI,425
VI,456
VI,406
VI,617
VI,376
VI,486
VI,694
VI,559
VI,545
VI,724
VI,387
VI,640
VI,637
VI,580
VI,619
VI,659
VI,488
VI,548
VI,561
VI,608
VI,713
VI,644
VI,616
VI,615
VI,414
VI,530
VI,711
VI,706
VI,714
VI,523
VI,512
VI,658
VI,630
VI,635
VI,573
VI,568
VI,660
VI,182
VI,496
VI,652
VI,653
VI,705
VI,538
VI,529
VI,630
VI,719
VI,657
VI,720
VI,646
VI,705
VI,457
VI,465
VI,476
VI,628
VI,635
VI,617
VI,538
VI,552
VI,533
VI,474
VI,659
VI,482
VI,486
VI,704
VI,672
VI,572
VI,732
VI,479
VI,646
VI,639
VI,564
VI,657
VI,717
VI,685
VI,682
VI,711
VI,677
VI,22
VI,683
VI,652
VI,646
VI,621
VI,724
VI,20
VI,2
VI,723
VI,708
VI,609
VI,608
VI,645
VI,669
VI,698
VI,625
VI,673
VI,756
VI,584
VI,685
VI,642
VI,703
VI,720
VI,715
VI,667
VI,34
VI,680
VI,45
VI,685
VI,5
VI,726
VI,664
VI,674
VI,208
VI,610
VI,688
VI,726
VI,747
VI,727
VI,715
VI,617
VI,646
VI,694
VI,704
VI,439
VI,699
VI,102
VI,685
VI,219
VI,614
VI,645
VI,676
VI,651
VI,587
VI,546
VI,627
VI,678
VI,453
VI,653
VI,636
VI,617
VI,592
VI,642
VI,451
VI,441
VI,700
VI,613
VI,441
VI,663
VI,652
VI,675
VI,581
VI,544
VI,665
VI,657
VI,480
VI,659
VI,617
VI,676
VI,612
VI,634
VI,637
VI,421
VI,674
VI,476
VI,655
VI,438
VI,612
VI,561
VI,593
VI,394
VI,641
VI,632
VI,644
VI,611
VI,645
VI,611
VI,627
VI,534
VI,559
VI,672
VI,439
VI,561
VI,476
VI,588
VI,404
VI,645
VI,652
VI,678
VI,546
VI,538
VI,434
VI,573
VI,526
VI,703
VI,538
VI,637
VI,620
VI,514
VI,536
VI,701
VI,701
VI,608
VI,543
VI,494
VI,544
VI,570
VI,500
VI,233
VI,451
VI,534
VI,544
VI,499
VI,537
VI,562
VI,580
VI,552
VI,500
VI,549
VI,691
VI,584
VI,706
VI,537
VI,700
VI,530
VI,511
VI,467
VI,597
VI,634
VI,553
VI,540
VI,523
VI,539
VI,546
VI,547
VI,439
VI,545
VI,572
VI,699
VI,561
VI,737
VI,483
VI,589
VI,638
VI,566
VI,561
VI,692
VI,678
VI,720
VI,723
VI,663
VI,106
VI,662
VI,682
VI,676
VI,664
VI,738
VI,104
VI,104
VI,706
VI,720
VI,632
VI,586
VI,631
VI,648
VI,739
VI,680
VI,654
VI,777
VI,650
VI,664
VI,619
VI,686
VI,732
VI,725
VI,646
VI,101
VI,657
VI,129
VI,664
VI,101
VI,749
VI,682
VI,711
VI,276
VI,650
VI,667
VI,740
VI,761
VI,741
VI,706
VI,614
VI,686
VI,724
VI,732
VI,102
VI,476
VI,737
VI,717
VI,315
VI,654
VI,631
VI,653
VI,620
VI,393
VI,395
VI,291
VI,584
VI,689
VI,588
VI,596
VI,571
VI,228
VI,228
VI,687
VI,687
VI,673
VI,225
VI,434
VI,667
VI,606
VI,583
VI,494
VI,417
VI,593
VI,418
VI,447
VI,594
VI,573
VI,647
VI,246
VI,411
VI,576
VI,665
VI,582
VI,696
VI,590
VI,686
VI,387
VI,338
VI,381
VI,633
VI,601
VI,559
VI,230
VI,222
VI,231
VI,359
VI,589
VI,321
VI,387
VI,479
VI,685
VI,588
VI,483
VI,717
VI,633
VI,603
VI,558
VI,634
VI,677
VI,646
VI,638
VI,672
VI,638
VI,235
VI,640
VI,602
VI,583
VI,563
VI,685
VI,233
VI,221
VI,678
VI,667
VI,563
VI,580
VI,620
VI,638
VI,592
VI,565
VI,640
VI,698
VI,516
VI,632
VI,595
VI,650
VI,679
VI,662
VI,636
VI,247
VI,631
VI,258
VI,642
VI,216
VI,689
VI,636
VI,699
VI,77
VI,593
VI,619
VI,687
VI,708
VI,688
VI,683
VI,618
VI,569
VI,640
VI,646
VI,219
VI,404
VI,589
VI,315
VI,633
VI,597
VI,624
VI,668
VI,746
VI,615
VI,646
VI,604
VI,646
VI,630
VI,655
VI,121
VI,90
VI,591
VI,637
VI,628
VI,616
VI,691
VI,636
VI,551
VI,694
VI,630
VI,660
VI,638
VI,600
VI,690
VI,681
VI,512
VI,657
VI,656
VI,674
VI,647
VI,584
VI,650
VI,642
VI,641
VI,637
VI,657
VI,615
VI,653
VI,618
VI,663
VI,588
VI,4
VI,678
VI,635
VI,662
VI,640
VI,598
VI,693
VI,564
VI,637
VI,639
VI,614
VI,645
VI,638
VI,654
VI,603
VI,597
VI,621
VI,679
VI,387
VI,577
VI,601
VI,594
VI,88
VI,649
VI,201
VI,661
VI,661
VI,542
VI,585
VI,647
VI,647
VI,316
VI,599
VI,571
VI,230
VI,120
VI,274
VI,594
VI,537
VI,143
VI,614
VI,547
VI,213
VI,207
VI,249
VI,608
VI,585
VI,197
VI,660
VI,236
VI,652
VI,203
VI,646
VI,604
VI,540
VI,532
VI,637
VI,617
VI,216
VI,591
VI,606
VI,588
VI,563
VI,213
VI,539
VI,580
VI,564
VI,645
VI,652
VI,566
VI,631
VI,558
VI,624
VI,621
VI,258
VI,304
VI,685
VI,676
VI,637
VI,249
VI,684
VI,193
VI,715
VI,715
VI,659
VI,656
VI,682
VI,678
VI,306
VI,666
VI,620
VI,348
VI,221
VI,280
VI,676
VI,643
VI,150
VI,637
VI,637
VI,212
VI,247
VI,235
VI,675
VI,661
VI,211
VI,654
VI,247
VI,687
VI,202
VI,677
VI,660
VI,652
VI,554
VI,707
VI,675
VI,238
VI,658
VI,673
VI,659
VI,676
VI,199
VI,614
VI,619
VI,657
VI,676
VI,678
VI,561
VI,653
VI,634
VI,668
VI,679
VI,258
VII,570
VII,605
VII,614
VII,603
VII,706
VII,572
VII,653
VII,648
VII,612
VII,671
VII,710
VII,684
VII,654
VII,655
VII,597
VII,597
VII,689
VII,566
VII,636
VII,618
VII,655
VII,597
VII,585
VII,659
VII,665
VII,589
VII,656
VII,652
VII,645
VII,569
VII,636
VII,585
VII,582
VII,631
VII,604
VII,614
VII,665
VII,577
VII,657
VII,589
VII,663
VII,627
VII,601
VII,630
VII,614
VII,620
VII,594
VII,596
VII,628
VII,634
VII,616
VII,661
VII,604
VII,610
VII,659
VII,605
VII,657
VII,605
VII,632
VII,631
VII,664
VII,664
VII,685
VII,583
VII,629
VII,569
VII,602
VII,689
VII,635
VII,574
VII,701
VII,636
VII,679
VII,652
VII,593
VII,605
VII,594
VII,577
VII,577
VII,592
VII,607
VII,613
VII,580
VII,583
VII,715
VII,687
VII,612
VII,615
VII,611
VII,626
VII,656
VII,656
VII,629
VII,616
VII,570
VII,615
VII,595
VII,563
VII,636
VII,555
VII,599
VII,633
VII,477
VII,690
VII,669
VII,594
VII,656
VII,660
VII,600
VII,595
VII,630
VII,581
VII,292
VII,607
VII,642
VII,581
VII,587
VII,663
VII,672
VII,576
VII,667
VII,598
VII,612
VII,576
VII,415
VII,513
VII,558
VII,581
VII,579
VII,601
VII,684
VII,591
VII,609
VII,575
VII,674
VII,619
VII,601
VII,625
VII,621
VII,574
VII,586
VII,582
VII,637
VII,613
VII,598
VII,624
VII,570
VII,576
VII,613
VII,571
VII,668
VII,599
VII,601
VII,618
VII,638
VII,671
VII,644
VII,549
VII,585
VII,538
VII,616
VII,668
VII,592
VII,572
VII,663
VII,631
VII,638
VII,598
VII,552
VII,580
VII,583
VII,585
VII,595
VII,590
VII,555
VII,621
VII,568
VII,578
VII,655
VII,597
VII,574
VII,606
VII,458
VII,604
VII,694
VII,602
VII,631
VII,600
VII,605
VII,615
VII,346
VII,387
VII,643
VII,420
VII,444
VII,686
VII,689
VII,624
VII,681
VII,670
VII,631
VII,502
VII,488
VII,677
VII,616
VII,599
VII,630
VII,610
VII,556
VII,430
VII,529
VII,682
VII,504
VII,616
VII,471
VII,443
VII,465
VII,298
VII,577
VII,656
VII,601
VII,430
VII,531
VII,606
VII,618
VII,603
VII,648
VII,331
VII,478
VII,669
VII,635
VII,698
VII,493
VII,647
VII,418
VII,338
VII,666
VII,702
VII,701
VII,702
VII,623
VII,629
VII,648
VII,399
VII,472
VII,332
VII,656
VII,616
VII,664
VII,503
VII,685
VII,391
VII,629
VII,321
VII,395
VII,744
VII,360
VII,383
VII,742
VII,704
VII,679
VII,443
VII,386
VII,530
VII,341
VII,413
VII,657
VII,623
VII,397
VII,558
VII,311
VII,405
VII,695
VII,673
VII,506
VII,646
VII,668
VII,544
VII,444
VII,447
VII,436
VII,664
VII,614
VII,595
VII,346
VII,207
VII,643
VII,358
VII,474
VII,678
VII,656
VII,630
VII,697
VII,667
VII,638
VII,430
VII,476
VII,683
VII,587
VII,619
VII,602
VII,615
VII,468
VII,280
VII,548
VII,691
VII,414
VII,636
VII,413
VII,473
VII,503
VII,145
VII,572
VII,636
VII,635
VII,294
VII,562
VII,609
VII,624
VII,594
VII,640
VII,196
VII,420
VII,666
VII,657
VII,694
VII,476
VII,652
VII,419
VII,203
VII,667
VII,701
VII,656
VII,660
VII,628
VII,634
VII,640
VII,195
VII,414
VII,390
VII,631
VII,615
VII,617
VII,413
VII,667
VII,349
VII,616
VII,136
VII,477
VII,718
VII,387
VII,279
VII,661
VII,700
VII,661
VII,473
VII,172
VII,561
VII,210
VII,402
VII,646
VII,620
VII,231
VII,544
VII,110
VII,257
VII,630
VII,670
VII,412
VII,652
VII,631
VII,418
VII,476
VII,477
VII,468
VII,636
VII,603
VII,563
VII,387
VII,207
VII,642
VII,344
VII,454
VII,667
VII,633
VII,657
VII,694
VII,632
VII,622
VII,445
VII,471
VII,622
VII,585
VII,617
VII,582
VII,610
VII,490
VII,81
VII,543
VII,661
VII,429
VII,607
VII,424
VII,453
VII,485
VII,207
VII,568
VII,612
VII,622
VII,97
VII,551
VII,604
VII,653
VII,568
VII,634
VII,274
VII,431
VII,631
VII,635
VII,667
VII,451
VII,644
VII,454
VII,281
VII,647
VII,658
VII,652
VII,642
VII,621
VII,627
VII,634
VII,254
VII,425
VII,428
VII,620
VII,613
VII,649
VII,428
VII,650
VII,332
VII,609
VII,194
VII,476
VII,702
VII,387
VII,301
VII,683
VII,673
VII,644
VII,453
VII,233
VII,550
VII,298
VII,447
VII,601
VII,603
VII,26
VII,502
VII,172
VII,234
VII,626
VII,635
VII,429
VII,624
VII,614
VII,446
VII,504
VII,457
VII,498
VII,611
VII,706
VII,636
VII,643
VII,643
VII,642
VII,637
VII,661
VII,733
VII,704
VII,735
VII,733
VII,248
VII,713
VII,685
VII,684
VII,683
VII,709
VII,668
VII,664
VII,715
VII,704
VII,665
VII,650
VII,722
VII,702
VII,642
VII,689
VII,660
VII,680
VII,599
VII,671
VII,652
VII,656
VII,665
VII,661
VII,711
VII,729
VII,670
VII,661
VII,604
VII,696
VII,706
VII,643
VII,683
VII,646
VII,617
VII,613
VII,611
VII,705
VII,734
VII,722
VII,704
VII,652
VII,658
VII,665
VII,635
VII,690
VII,653
VII,672
VII,726
VII,753
VII,701
VII,738
VII,593
VII,534
VII,610
VII,673
VII,746
VII,669
VII,635
VII,741
VII,689
VII,732
VII,660
VII,642
VII,662
VII,609
VII,652
VII,637
VII,691
VII,640
VII,673
VII,636
VII,621
VII,733
VII,251
VII,661
VII,719
VII,696
VII,669
VII,724
VII,664
VII,685
VII,654
VII,572
VII,555
VII,420
VII,358
VII,344
VII,637
VII,359
VII,663
VII,627
VII,634
VII,647
VII,608
VII,604
VII,339
VII,404
VII,604
VII,518
VII,586
VII,596
VII,575
VII,336
VII,379
VII,473
VII,638
VII,341
VII,603
VII,338
VII,358
VII,388
VII,330
VII,550
VII,596
VII,585
VII,345
VII,484
VII,569
VII,628
VII,587
VII,616
VII,376
VII,345
VII,609
VII,619
VII,660
VII,350
VII,604
VII,414
VII,383
VII,659
VII,670
VII,653
VII,647
VII,604
VII,610
VII,616
VII,387
VII,339
VII,421
VII,633
VII,586
VII,647
VII,340
VII,650
VII,353
VII,578
VII,311
VII,413
VII,716
VII,397
VII,290
VII,688
VII,666
VII,644
VII,358
VII,350
VII,485
VII,392
VII,374
VII,593
VII,590
VII,364
VII,391
VII,331
VII,337
VII,635
VII,611
VII,431
VII,621
VII,618
VII,443
VII,489
VII,362
VII,491
VII,596
VII,653
VII,599
VII,444
VII,474
VII,454
VII,661
VII,359
VII,669
VII,677
VII,675
VII,689
VII,647
VII,578
VII,406
VII,542
VII,679
VII,354
VII,621
VII,635
VII,596
VII,444
VII,489
VII,563
VII,709
VII,390
VII,630
VII,407
VII,5
VII,80
VII,411
VII,619
VII,655
VII,642
VII,484
VII,582
VII,590
VII,669
VII,563
VII,658
VII,424
VII,414
VII,646
VII,658
VII,664
VII,381
VII,647
VII,521
VII,431
VII,706
VII,700
VII,692
VII,687
VII,622
VII,628
VII,662
VII,466
VII,408
VII,530
VII,654
VII,603
VII,712
VII,389
VII,685
VII,458
VII,620
VII,392
VII,541
VII,745
VII,479
VII,450
VII,725
VII,670
VII,679
VII,5
VII,474
VII,583
VII,440
VII,510
VII,605
VII,638
VII,446
VII,473
VII,448
VII,478
VII,701
VII,650
VII,502
VII,652
VII,648
VII,540
VII,595
VII,9
VII,581
VII,646
VII,648
VII,633
VII,686
VII,678
VII,667
VII,733
VII,663
VII,669
VII,664
VII,780
VII,767
VII,744
VII,736
VII,719
VII,722
VII,724
VII,703
VII,678
VII,622
VII,709
VII,695
VII,689
VII,670
VII,763
VII,729
VII,658
VII,724
VII,668
VII,664
VII,647
VII,685
VII,681
VII,669
VII,692
VII,669
VII,709
VII,774
VII,667
VII,700
VII,650
VII,731
VII,698
VII,712
VII,673
VII,661
VII,694
VII,690
VII,657
VII,738
VII,707
VII,680
VII,718
VII,682
VII,688
VII,704
VII,682
VII,725
VII,692
VII,694
VII,723
VII,710
VII,728
VII,768
VII,663
VII,686
VII,636
VII,730
VII,784
VII,657
VII,640
VII,757
VII,679
VII,762
VII,668
VII,676
VII,670
VII,628
VII,685
VII,663
VII,656
VII,667
VII,679
VII,659
VII,653
VII,743
VII,747
VII,706
VII,670
VII,678
VII,646
VII,741
VII,672
VII,706
VII,664
VII,612
VII,477
VII,689
VII,656
VII,633
VII,704
VII,627
VII,677
VII,664
VII,730
VII,749
VII,679
VII,670
VII,700
VII,653
VII,676
VII,684
VII,629
VII,518
VII,644
VII,699
VII,624
VII,650
VII,685
VII,712
VII,619
VII,707
VII,676
VII,683
VII,651
VII,604
VII,628
VII,656
VII,642
VII,649
VII,638
VII,724
VII,614
VII,678
VII,650
VII,714
VII,654
VII,658
VII,680
VII,669
VII,637
VII,627
VII,657
VII,687
VII,683
VII,627
VII,657
VII,660
VII,666
VII,678
VII,645
VII,708
VII,636
VII,647
VII,670
VII,695
VII,711
VII,698
VII,638
VII,658
VII,612
VII,668
VII,698
VII,665
VII,639
VII,696
VII,686
VII,692
VII,676
VII,623
VII,650
VII,652
VII,639
VII,622
VII,680
VII,629
VII,646
VII,637
VII,615
VII,710
VII,682
VII,629
VII,611
VII,99
VII,640
VII,688
VII,680
VII,641
VII,664
VII,671
VII,690
VII,624
VII,630
VII,657
VII,735
VII,634
VII,675
VII,780
VII,730
VII,768
VII,709
VII,715
VII,618
VII,612
VII,726
VII,614
VII,699
VII,679
VII,714
VII,689
VII,671
VII,653
VII,763
VII,614
VII,666
VII,597
VII,674
VII,689
VII,614
VII,684
VII,699
VII,710
VII,664
VII,672
VII,710
VII,6
VII,712
VII,726
VII,626
VII,604
VII,718
VII,720
VII,736
VII,681
VII,712
VII,563
VII,633
VII,728
VII,781
VII,696
VII,784
VII,723
VII,729
VII,728
VII,703
VII,598
VII,623
VII,683
VII,760
VII,743
VII,613
VII,750
VII,609
VII,741
VII,631
VII,591
VII,746
VII,692
VII,638
VII,761
VII,742
VII,744
VII,674
VII,654
VII,671
VII,630
VII,558
VII,703
VII,727
VII,665
VII,661
VII,649
VII,623
VII,744
VII,712
VII,543
VII,709
VII,757
VII,633
VII,678
VII,678
VII,607
VII,741
VII,710
VII,669
VII,681
VII,697
VII,694
VII,733
VII,647
VII,689
VII,767
VII,749
VII,768
VII,710
VII,713
VII,720
VII,696
VII,739
VII,778
VII,660
VII,711
VII,692
VII,695
VII,699
VII,639
VII,755
VII,726
VII,667
VII,735
VII,688
VII,718
VII,654
VII,625
VII,694
VII,682
VII,715
VII,648
VII,692
VII,764
VII,693
VII,756
VII,647
VII,742
VII,734
VII,720
VII,706
VII,685
VII,697
VII,671
VII,654
VII,766
VII,719
VII,697
VII,704
VII,708
VII,714
VII,757
VII,687
VII,736
VII,643
VII,647
VII,712
VII,746
VII,725
VII,665
VII,640
VII,727
VII,662
VII,648
VII,798
VII,709
VII,643
VII,745
VII,712
VII,659
VII,688
VII,677
VII,647
VII,647
VII,673
VII,735
VII,663
VII,688
VII,668
VII,674
VII,670
VII,724
VII,713
VII,715
VII,723
VII,740
VII,664
VII,702
VII,690
VII,705
VII,713
VII,684
VII,594
VII,670
VII,667
VII,632
VII,248
VII,608
VII,647
VII,744
VII,679
VII,709
VII,710
VII,722
VII,676
VII,657
VII,664
VII,690
VII,648
VII,656
VII,683
VII,675
VII,653
VII,616
VII,703
VII,693
VII,622
VII,682
VII,646
VII,655
VII,625
VII,624
VII,624
VII,622
VII,653
VII,637
VII,679
VII,703
VII,640
VII,650
VII,638
VII,689
VII,670
VII,617
VII,668
VII,634
VII,614
VII,599
VII,645
VII,671
VII,720
VII,698
VII,694
VII,631
VII,637
VII,654
VII,639
VII,683
VII,658
VII,659
VII,706
VII,747
VII,692
VII,694
VII,597
VII,559
VII,616
VII,684
VII,742
VII,666
VII,636
VII,731
VII,674
VII,688
VII,646
VII,621
VII,638
VII,646
VII,631
VII,599
VII,694
VII,626
VII,647
VII,636
VII,638
VII,730
VII,7
VII,652
VII,696
VII,681
VII,688
VII,719
VII,650
VII,666
VII,654
VII,654
VII,656
VII,631
VII,638
VII,622
VII,713
VII,604
VII,578
VII,736
VII,670
VII,715
VII,713
VII,722
VII,658
VII,662
VII,693
VII,676
VII,632
VII,637
VII,551
VII,619
VII,649
VII,586
VII,730
VII,654
VII,595
VII,639
VII,577
VII,616
VII,558
VII,626
VII,659
VII,639
VII,622
VII,587
VII,553
VII,709
VII,579
VII,665
VII,561
VII,646
VII,677
VII,680
VII,679
VII,580
VII,647
VII,618
VII,568
VII,700
VII,720
VII,541
VII,675
VII,652
VII,658
VII,669
VII,640
VII,640
VII,619
VII,648
VII,518
VII,702
VII,653
VII,708
VII,617
VII,661
VII,571
VII,617
VII,735
VII,618
VII,600
VII,713
VII,685
VII,702
VII,577
VII,606
VII,588
VII,562
VII,602
VII,638
VII,649
VII,624
VII,609
VII,627
VII,595
VII,524
VII,725
VII,641
VII,669
VII,663
VII,645
VII,670
VII,581
VII,663
VII,614
VII,655
VII,660
VII,502
VII,430
VII,445
VII,685
VII,339
VII,406
VII,719
VII,700
VII,618
VII,720
VII,676
VII,658
VII,535
VII,686
VII,593
VII,671
VII,697
VII,632
VII,456
VII,492
VII,580
VII,720
VII,36
VII,657
VII,67
VII,405
VII,459
VII,422
VII,626
VII,675
VII,687
VII,489
VII,604
VII,626
VII,612
VII,631
VII,688
VII,502
VII,74
VII,691
VII,677
VII,710
VII,449
VII,667
VII,518
VII,509
VII,743
VII,736
VII,688
VII,698
VII,666
VII,672
VII,688
VII,507
VII,68
VII,470
VII,684
VII,671
VII,687
VII,35
VII,702
VII,403
VII,641
VII,445
VII,518
VII,743
VII,552
VII,417
VII,672
VII,716
VII,696
VII,405
VII,440
VII,605
VII,518
VII,491
VII,646
VII,653
VII,467
VII,481
VII,429
VII,403
VII,698
VII,679
VII,471
VII,698
VII,705
VII,526
VII,560
VII,409
VII,550
VII,674
VII,597
VII,600
VII,488
VII,476
VII,471
VII,684
VII,404
VII,542
VII,722
VII,653
VII,612
VII,696
VII,657
VII,662
VII,535
VII,645
VII,644
VII,613
VII,630
VII,574
VII,575
VII,498
VII,513
VII,683
VII,541
VII,622
VII,536
VII,541
VII,557
VII,446
VII,627
VII,635
VII,631
VII,490
VII,526
VII,568
VII,608
VII,597
VII,649
VII,486
VII,543
VII,710
VII,641
VII,702
VII,524
VII,612
VII,261
VII,493
VII,659
VII,688
VII,709
VII,672
VII,620
VII,626
VII,651
VII,455
VII,537
VII,306
VII,621
VII,616
VII,677
VII,540
VII,671
VII,426
VII,653
VII,428
VII,323
VII,733
VII,490
VII,404
VII,713
VII,708
VII,665
VII,541
VII,429
VII,527
VII,508
VII,216
VII,598
VII,611
VII,485
VII,546
VII,435
VII,458
VII,686
VII,660
VII,401
VII,661
VII,652
VII,570
VII,346
VII,545
VII,288
VII,635
VII,597
VII,595
VII,677
VII,683
VII,622
VII,683
VII,604
VII,679
VII,724
VII,676
VII,726
VII,739
VII,664
VII,693
VII,686
VII,645
VII,716
VII,608
VII,618
VII,681
VII,677
VII,630
VII,623
VII,668
VII,696
VII,627
VII,691
VII,678
VII,691
VII,646
VII,610
VII,615
VII,599
VII,623
VII,618
VII,677
VII,722
VII,545
VII,629
VII,644
VII,698
VII,656
VII,623
VII,645
VII,699
VII,652
VII,622
VII,651
VII,696
VII,638
VII,711
VII,625
VII,608
VII,614
VII,633
VII,676
VII,692
VII,670
VII,649
VII,672
VII,666
VII,695
VII,679
VII,631
VII,613
VII,622
VII,654
VII,675
VII,649
VII,617
VII,670
VII,651
VII,673
